"site_zip","Number_Violations","Total_Penalty","Willful_Violations","Fatalities","Accidents","Repeat_Violations","Serious_Violations","text_Number_Violations","text_Total_Penalty","text_Fatalities","text_Willful_Violations","text_Serious_Violations","text_Repeat_Violations","lat","lon"
27229,1,5000,0,0,0,0,1,"Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000","Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000","Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000","Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000","Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000","Mountaire Farms Of North Carolina Corp.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $5,000",35.265632,-79.775733
27262,1,1625,0,0,0,0,0,"Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625","Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625","Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625","Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625","Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625","Harris Teeter, Llc  T/a Hunter Farms<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,625",35.96313,-80.041667
27263,1,2900,0,0,0,0,1,"Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900","Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900","Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900","Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900","Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900","Suiza Dairy Group Llc<br />Industry: Dairy Product Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,900",35.911522,-79.936799
27288,1,3250,0,0,0,0,1,"Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250","Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250","Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250","Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250","Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250","Alltech North Carolina, Inc.<br />Industry: Animal Food Manufacturing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,250",36.497645,-79.750015
27299,1,0,0,0,0,0,0,"J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","J.e.m. Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0",35.752324,-80.386149
27806,1,1500,0,0,0,0,0,"Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Bay City Crab Company, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500",35.304999,-76.756067
27849,1,7000,0,0,0,0,1,"Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Perdue Foods Llc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000",36.077306,-77.215025
28168,1,0,0,0,0,0,1,"Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Case Farms, L.l.c.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0",35.55236,-81.425071
28301,1,0,0,1,1,0,1,"Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Valley Proteins, Inc.<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0",35.0748,-78.884257
28352,1,2925,0,0,0,0,1,"Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,925",34.767842,-79.45173
28478,1,0,0,0,0,0,1,"Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Murphy-brown Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0",34.64284,-78.042039
28518,1,3600,0,0,0,0,1,"Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600","Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600","Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600","Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600","Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600","Case Farms Processing, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,600",34.894823,-77.747493
28574,1,1500,0,0,0,0,1,"Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500","Lafayette Farms, Llc<br />Industry: Hog and Pig Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,500",34.878931,-77.589588
29009,1,450,0,0,0,0,1,"Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450","Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450","Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450","Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450","Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450","Cal-maine Foods, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $450",34.455294,-80.376155
29073,1,100,0,0,0,0,1,"Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100","Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100","Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100","Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100","Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100","Caughmans Meat Plant Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $100",33.888025,-81.238637
29170,1,1875,0,0,0,0,1,"House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875","House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875","House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875","House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875","House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875","House Of Raeford Farms Inc<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,875",33.939083,-81.144528
30085,1,0,0,0,0,0,1,"Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Hormel Foods Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0",33.891,-84.075
30263,1,3300,0,0,0,0,0,"Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300","Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300","Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300","Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300","Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300","Cargill Meat Solutions Company<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,300",33.388415,-84.858937
30341,1,0,0,0,0,0,0,"Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Greenwood Ice Cream Company, Ltd<br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $0",33.888505,-84.289532
30512,1,2983.8,0,0,0,0,0,"Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80","Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80","Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80","Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80","Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80","Aviagen Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $2,983.80",34.856753,-83.967998
30517,1,5180,0,0,0,0,0,"Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180","Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180","Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180","Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180","Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180","Dean Dairy Holdings, Inc. <br />Industry: Dairy Product Manufacturing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $5,180",34.130296,-83.797289
30521,1,4000,0,0,0,0,1,"Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000","Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000","Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000","Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000","Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000","Rising, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,000",34.362448,-83.292322
30650,1,7000,0,0,0,0,1,"Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Rose Acre Farms, Inc. (oconee Egg Farm)<br />Industry: Poultry and Egg Production<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000",33.583689,-83.473544
31534,1,9959,0,0,1,0,0,"Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $9,959",31.572,-82.855
31535,1,0,0,0,0,0,1,"Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Pilgrim's Pride Corporation<br />Industry: Animal Slaughtering and Processing<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $0",31.459541,-82.867327
31776,1,7104,0,0,1,0,0,"Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104","Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104","Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104","Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104","Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104","Sanderson Farms, Inc. (processing Division)<br />Industry: Animal Slaughtering and Processing<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $7,104",31.173,-83.792
32055,1,3150,0,0,0,0,0,"Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150","Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150","Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150","Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150","Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150","Unlimited Contract Services, Inc.<br />Industry: Poultry and Egg Production<br />1 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $3,150",30.270103,-82.62413
32233,1,1200,0,0,0,0,1,"Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Mayport C & C Fisheries, Inc<br />Industry: Seafood Product Preparation and Packaging<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200",30.358873,-81.419388
33170,1,2400,0,0,0,0,1,"Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400","Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400","Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400","Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400","Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400","Silver Palm Feed Llc.<br />Industry: Cattle Ranching and Farming<br />1 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $2,400",25.55796,-80.457897
